maker_code,product_code,product_name,packing_unit,standard_wholesale_price,guideline_price
52001,WA220KK,ＷｉＳＭオートクレーブ専用角カスト,個,11900,11900
52001,WA220MK,ＷｉＳＭオートクレーブ専用丸カスト,個,12250,12250
52001,WA220CA,ＷｉＳＭオートクレーブ滅菌バッグ専用かご,個,10500,10500
52093,WN95B-10,ＷｉＳＭ　Ｎ９５マスク　折りたたみ式,箱,530,500
52093,WN95B-20,ＷｉＳＭ　Ｎ９５マスク　折りたたみ式,箱,1050,950
52093,WN95C-20,ＷｉＳＭ　Ｎ９５マスク　カップ式,箱,1390,1300
52093,WSLM-BL,ＷｉＳＭ　シリコンマット　ブルー,枚,9500,8000
52093,WTD,ＷｉＳＭ　ディスポ舌圧子,箱,440,300
52093,WC50DL1B,ＷｉＳＭパルスオキシメータ,台,3700,3500
52094,WM-B-1000,ＷｉＳＭバルクチップ　１０００μＬ,袋,1180,1150
52094,WM-B-10,ＷｉＳＭバルクチップ　１０μＬ,袋,1270,1150
52094,WM-B-200,ＷｉＳＭバルクチップ　２００μＬ,袋,930,850
52195,WEB2,ＷｉＳＭ　弾力包帯　２号,箱,630,610
52195,WEB3,ＷｉＳＭ　弾力包帯　３号,箱,930,915
52195,WEB4,ＷｉＳＭ　弾力包帯　４号,箱,1160,1135
52195,WEB7,ＷｉＳＭ　弾力包帯　７号,箱,2000,1975
52195,WSN01,ＷｉＳＭストッキネット　ホワイト　１号,箱,900,900
52195,WSN02,ＷｉＳＭストッキネット　ホワイト　２号,箱,1150,1130
52195,WSN03,ＷｉＳＭストッキネット　ホワイト　３号,箱,1600,1595
52195,WSN04,ＷｉＳＭストッキネット　ホワイト　４号,箱,2120,2110
52195,WSN05,ＷｉＳＭストッキネット　ホワイト　５号,箱,2700,2680
52195,WSN08,ＷｉＳＭストッキネット　ホワイト　８号,箱,3700,3690
52195,WSNM100-2,ＷｉＳＭストッキネット綿１００％　２号,箱,1150,1130
52195,WSNM100-3,ＷｉＳＭストッキネット綿１００％　３号,箱,1600,1595
52195,WSNM100-4,ＷｉＳＭストッキネット綿１００％　４号,箱,2120,2110
52195,WSNM100-5,ＷｉＳＭストッキネット綿１００％　５号,箱,2700,2680
52195,WSNM100-8,ＷｉＳＭストッキネット綿１００％　８号,箱,3700,3690
52195,WNNB1,ＷｉＳＭノンラテックスネット包帯１号,箱,356,300
52195,WNNB2,ＷｉＳＭノンラテックスネット包帯２号,箱,540,510
52195,WNNB3,ＷｉＳＭノンラテックスネット包帯３号,箱,815,795
52195,WNNB4,ＷｉＳＭノンラテックスネット包帯４号,箱,1170,1160
52195,WNNB5,ＷｉＳＭノンラテックスネット包帯５号,箱,1530,1520
52195,WNNB6,ＷｉＳＭノンラテックスネット包帯６号,箱,1890,1890
52195,WTG30,ＷｉＳＭ止血バンド　グリーン　３０ＣＭ,本,230,220
52195,WTG35,ＷｉＳＭ止血バンド　グリーン　３５ＣＭ,本,240,230
52195,WTP30,ＷｉＳＭ止血バンド　ピンク　３０ＣＭ,本,230,220
52195,WTP35,ＷｉＳＭ止血バンド　ピンク　３５ＣＭ,本,240,230
52195,WSH2,ＷｉＳＭ伸縮包帯　２号,箱,460,458
52195,WSH3,ＷｉＳＭ伸縮包帯　３号,箱,660,650
52195,WSH4,ＷｉＳＭ伸縮包帯　４号,箱,770,762
52195,WHSS6,ＷｉＳＭ保温用シームレスサポーターすね,枚,266,250
52195,WHSS5,ＷｉＳＭ保温用シームレスサポーターひざＭ,枚,290,280
52195,WHSS3,ＷｉＳＭ保温用シームレスサポーターひじ,枚,242.00000000000003,232
52195,WHSS4,ＷｉＳＭ保温用シームレスサポーターもも,枚,320,310
52195,WHSS2,ＷｉＳＭ保温用シームレスサポーター手の平,枚,270,260
52195,WHSS1,ＷｉＳＭ保温用シームレスサポーター手首,袋,242.00000000000003,232
52195,WHSS8,ＷｉＳＭ保温用シームレスサポーター足首,枚,294,283
52195,WHSS7,ＷｉＳＭ保温用シームレスサポーター長ひざ,枚,341,335
52235,WMK-HM120,ＷｉＳＭモスキート鉗子　反無鈎１２ｃｍ,本,2100,2100
52235,WMK-TM120,ＷｉＳＭモスキート鉗子　直無鈎１２ｃｍ,本,2200,2200
52235,WTK-M135,ＷｉＳＭタオル鉗子　Ｍ式１３．５ｃｍ,本,2150,2150
52409,WHSW,ＷｉＳＭハイパワー浸漬洗浄剤,本,2900,2700
52997,726-00000-1,ＷｉＳＭ消毒用アルコールライト５００ｍｌ,本,260,250
61069,PA100P,ＷｉＳＭプラスチックエプロン　ピンク,箱,600,540
61069,PA50P,ＷｉＳＭプラスチックエプロン　ピンク,箱,300,270
61069,PA100B,ＷｉＳＭプラスチックエプロン　ブルー,箱,600,540
61069,PA50B,ＷｉＳＭプラスチックエプロン　ブルー,箱,300,270
61069,PA100W,ＷｉＳＭプラスチックエプロン　ホワイト,箱,600,540
61069,PA50W,ＷｉＳＭプラスチックエプロン　ホワイト,箱,300,270
61121,WTPP-HG,ＷｉＳＭサーマルプリンターペーパーＨＧ,箱,5100,5000
63250,WOT-M,ＷｉＳＭおしぼりタオル　大判,箱,5300,4800
63250,WOT-L,ＷｉＳＭおしぼりタオル　超大判,箱,5550,4500
63401,WCLR,ＦＩＬＬＴＵＮＥ　ＷｅＣＬＥＡＲ,個,198000,120000
63401,WCLR-S,ＦＩＬＬＴＵＮＥ　ＷｅＣＬＥＡＲ　Sサイズ,個,198000,120000
63401,WCLRV,ＦＩＬＬＴＵＮＥ　ＷｅＣＬＥＡＲ V,個,198000,120000
63401,WCLRV-S,ＦＩＬＬＴＵＮＥ　ＷｅＣＬＥＡＲ V Sサイズ,個,198000,120000
64954,WOCSP,ＷｉＳＭスポジカＥＸ　プラ軸　５０本入り,袋,610,605
64954,WOCSK,ＷｉＳＭスポジカＥＸＫ　紙軸　５０本入り,袋,610,605
71026,CH0S01,ＷｉＳＭマニー縫合針外科強弯弾０,袋,630,620
71026,TH0S01,ＷｉＳＭマニー縫合針外科強弯弾０丸針,袋,630,620
71026,CH1S01,ＷｉＳＭマニー縫合針外科強弯弾１,袋,630,620
71026,CH10S01,ＷｉＳＭマニー縫合針外科強弯弾１０,袋,740,730
71026,TH10S01,ＷｉＳＭマニー縫合針外科強弯弾１０丸針,袋,740,730
71026,CH11S01,ＷｉＳＭマニー縫合針外科強弯弾１１,袋,920,900
71026,TH11S01,ＷｉＳＭマニー縫合針外科強弯弾１１丸針,袋,2000,1960
71026,CH12S01,ＷｉＳＭマニー縫合針外科強弯弾１２,袋,980,960
71026,TH12S01,ＷｉＳＭマニー縫合針外科強弯弾１２丸針,袋,2500,2460
71026,CH13S01,ＷｉＳＭマニー縫合針外科強弯弾１３,袋,1050,1010
71026,TH13S01,ＷｉＳＭマニー縫合針外科強弯弾１３丸針,袋,2800,2700
71026,CH14S01,ＷｉＳＭマニー縫合針外科強弯弾１４,袋,1350,1320
71026,TH14S01,ＷｉＳＭマニー縫合針外科強弯弾１４丸針,袋,2800,2700
71026,CH15S01,ＷｉＳＭマニー縫合針外科強弯弾１５,袋,1550,1500
71026,TH15S01,ＷｉＳＭマニー縫合針外科強弯弾１５丸針,袋,3100,3060
71026,TH1S01,ＷｉＳＭマニー縫合針外科強弯弾１丸針,袋,630,620
71026,CH2S01,ＷｉＳＭマニー縫合針外科強弯弾２,袋,630,620
71026,CH02S01,ＷｉＳＭマニー縫合針外科強弯弾２－０,袋,1530,1490
71026,TH02S01,ＷｉＳＭマニー縫合針外科強弯弾２－０丸針,袋,1550,1520
71026,TH2S01,ＷｉＳＭマニー縫合針外科強弯弾２丸針,袋,630,620
71026,CH3S01,ＷｉＳＭマニー縫合針外科強弯弾３,袋,630,620
71026,CH03S01,ＷｉＳＭマニー縫合針外科強弯弾３－０,袋,1900,1850
71026,TH03S01,ＷｉＳＭマニー縫合針外科強弯弾３－０丸針,袋,1950,1890
71026,TH3S01,ＷｉＳＭマニー縫合針外科強弯弾３丸針,袋,630,620
71026,CH4S01,ＷｉＳＭマニー縫合針外科強弯弾４,袋,630,620
71026,TH4S01,ＷｉＳＭマニー縫合針外科強弯弾４丸針,袋,630,620
71026,CH5S01,ＷｉＳＭマニー縫合針外科強弯弾５,袋,630,620
71026,TH5S01,ＷｉＳＭマニー縫合針外科強弯弾５丸針,袋,630,620
71026,CH6S01,ＷｉＳＭマニー縫合針外科強弯弾６,袋,630,620
71026,TH6S01,ＷｉＳＭマニー縫合針外科強弯弾６丸針,袋,630,620
71026,CH7S01,ＷｉＳＭマニー縫合針外科強弯弾７,袋,630,620
71026,TH7S01,ＷｉＳＭマニー縫合針外科強弯弾７丸針,袋,630,620
71026,CH8S01,ＷｉＳＭマニー縫合針外科強弯弾８,袋,630,620
71026,TH8S01,ＷｉＳＭマニー縫合針外科強弯弾８丸針,袋,630,620
71026,CH9S01,ＷｉＳＭマニー縫合針外科強弯弾９,袋,740,730
71026,TH9S01,ＷｉＳＭマニー縫合針外科強弯弾９丸針,袋,740,730
71026,CE0S01,ＷｉＳＭマニー縫合針外科弱弯弾０,袋,630,620
71026,CE1S01,ＷｉＳＭマニー縫合針外科弱弯弾１,袋,630,620
71026,CE10S01,ＷｉＳＭマニー縫合針外科弱弯弾１０,袋,1950,1920
71026,CE2S01,ＷｉＳＭマニー縫合針外科弱弯弾２,袋,630,620
71026,CE02S01,ＷｉＳＭマニー縫合針外科弱弯弾２－０,袋,630,620
71026,CE3S01,ＷｉＳＭマニー縫合針外科弱弯弾３,袋,630,620
71026,CE4S01,ＷｉＳＭマニー縫合針外科弱弯弾４,袋,630,620
71026,CE5S01,ＷｉＳＭマニー縫合針外科弱弯弾５,袋,630,620
71026,CE6S01,ＷｉＳＭマニー縫合針外科弱弯弾６,袋,630,620
71026,CE7S01,ＷｉＳＭマニー縫合針外科弱弯弾７,袋,740,730
71026,CE8S01,ＷｉＳＭマニー縫合針外科弱弯弾８,袋,740,730
71026,CE9S01,ＷｉＳＭマニー縫合針外科弱弯弾９,袋,1850,1800
71026,ITH0S01,ＷｉＳＭマニー縫合針腸用弯弾０,袋,630,620
71026,ITH1S01,ＷｉＳＭマニー縫合針腸用弯弾１,袋,630,620
71026,ITH10S01,ＷｉＳＭマニー縫合針腸用弯弾１０,袋,2250,2180
71026,ITH2S01,ＷｉＳＭマニー縫合針腸用弯弾２,袋,630,620
71026,ITH02S01,ＷｉＳＭマニー縫合針腸用弯弾２－０,袋,1100,1060
71026,ITH3S01,ＷｉＳＭマニー縫合針腸用弯弾３,袋,630,620
71026,ITH03S01,ＷｉＳＭマニー縫合針腸用弯弾３－０,袋,2150,2080
71026,ITH4S01,ＷｉＳＭマニー縫合針腸用弯弾４,袋,670,660
71026,ITH5S01,ＷｉＳＭマニー縫合針腸用弯弾５,袋,670,660
71026,ITH6S01,ＷｉＳＭマニー縫合針腸用弯弾６,袋,760,750
71026,ITH7S01,ＷｉＳＭマニー縫合針腸用弯弾７,袋,760,750
71026,ITH8S01,ＷｉＳＭマニー縫合針腸用弯弾８,袋,1550,1500
71026,ITH9S01,ＷｉＳＭマニー縫合針腸用弯弾９,袋,2050,2010
71026,GCH0S01,ＷｉＳＭマニー縫合針婦人科弯弾０,袋,870,860
71026,GTH0S01,ＷｉＳＭマニー縫合針婦人科弯弾０丸針,袋,870,860
71026,GCH1S01,ＷｉＳＭマニー縫合針婦人科弯弾１,袋,870,860
71026,GCH10S01,ＷｉＳＭマニー縫合針婦人科弯弾１０,袋,5100,4960
71026,GTH10S01,ＷｉＳＭマニー縫合針婦人科弯弾１０丸針,袋,2550,2480
71026,GTH1S01,ＷｉＳＭマニー縫合針婦人科弯弾１丸針,袋,870,860
71026,GCH2S01,ＷｉＳＭマニー縫合針婦人科弯弾２,袋,870,860
71026,GTH2S01,ＷｉＳＭマニー縫合針婦人科弯弾２丸針,袋,870,860
71026,GCH3S01,ＷｉＳＭマニー縫合針婦人科弯弾３,袋,870,860
71026,GTH3S01,ＷｉＳＭマニー縫合針婦人科弯弾３丸針,袋,870,860
71026,GCH4S01,ＷｉＳＭマニー縫合針婦人科弯弾４,袋,870,860
71026,GTH4S01,ＷｉＳＭマニー縫合針婦人科弯弾４丸針,袋,870,860
71026,GCH5S01,ＷｉＳＭマニー縫合針婦人科弯弾５,袋,930,920
71026,GTH5S01,ＷｉＳＭマニー縫合針婦人科弯弾５丸針,袋,930,920
71026,GCH6S01,ＷｉＳＭマニー縫合針婦人科弯弾６,袋,930,920
71026,GTH6S01,ＷｉＳＭマニー縫合針婦人科弯弾６丸針,袋,930,920
71026,GCH7S01,ＷｉＳＭマニー縫合針婦人科弯弾７,袋,2550,2480
71026,GTH7S01,ＷｉＳＭマニー縫合針婦人科弯弾７丸針,袋,2150,2120
71026,GCH8S01,ＷｉＳＭマニー縫合針婦人科弯弾８,袋,2650,2580
71026,GTH8S01,ＷｉＳＭマニー縫合針婦人科弯弾８丸針,袋,2150,2120
71026,GCH9S01,ＷｉＳＭマニー縫合針婦人科弯弾９,袋,3400,3320
71026,GTH9S01,ＷｉＳＭマニー縫合針婦人科弯弾９丸針,袋,2350,2310
71168,WHSB-T,ＷｉＳＭ 針捨てボックス　トレイ,個,590,590
71168,WHSB1-H,ＷｉＳＭ 針捨てボックス　ホルダー1L,個,340,340
71168,WHSB2-H,ＷｉＳＭ 針捨てボックス　ホルダー2L,個,450,450
71168,WHSB3-H,ＷｉＳＭ 針捨てボックス　ホルダー3.2L,個,570,570
71168,WIGA,ＷｉＳＭアイソレーションガウンＡＩＲ,ケース,8800,8000
71168,WSFM-L,ＷｉＳＭスイフトマット　L,袋,710,700
71168,WSFM-M,ＷｉＳＭスイフトマット　M,袋,650,640
71168,WSFM-S,ＷｉＳＭスイフトマット　S,袋,600,590
71168,WSFMP-L,ＷｉＳＭスイフトマット プレミアム L,袋,850,830
71168,WSFMP-M,ＷｉＳＭスイフトマット プレミアム M,袋,770,740
71168,WSFMP-S,ＷｉＳＭスイフトマット プレミアム S,袋,870,870
71168,WPEG-L,ＷｉＳＭちょいのびポリグローブ  L,ケース,2250,2080
71168,WPEG-LL,ＷｉＳＭちょいのびポリグローブ  LL,ケース,2250,2080
71168,WPEG-M,ＷｉＳＭちょいのびポリグローブ M,ケース,2250,2080
71168,WPEG-S,ＷｉＳＭちょいのびポリグローブ S,ケース,2250,2080
71168,WDCT-P,ＷｉＳＭディスポキャップ（厚手）　ピンク,箱,590,540
71168,WDCT-B,ＷｉＳＭディスポキャップ（厚手） ブルー,箱,590,540
71168,WDCT-W,ＷｉＳＭディスポキャップ（厚手）　ホワイト,箱,590,540
71168,WDSC,ＷｉＳＭディスポシューズカバー,箱,720,560
71168,WDMSG-W,ＷｉＳＭディスポマスクソフトガード,箱,240,145
71168,WDMSG-W-B,ＷｉＳＭディスポマスクソフトガードケース,ケース,4800,2900
71168,WDMSG-P,ＷｉＳＭディスポマスクソフトガードピンク,箱,240,145
71168,WDMSG-B,ＷｉＳＭディスポマスクソフトガードブルー,箱,240,145
71168,WNGER-L,ＷｉＳＭニトリルグローブエコラブルL,箱,980,840
71168,WNGER-M,ＷｉＳＭニトリルグローブエコラブルM,箱,980,840
71168,WNGER-S,ＷｉＳＭニトリルグローブエコラブルS,箱,980,840
71168,WNGER-SS,ＷｉＳＭニトリルグローブエコラブルSS,箱,980,840
71168,WIG,ＷｉＳＭハイブリッドアイソガウン,ケース,13300,12800
71168,WHSB1,ＷｉＳＭ針捨てボックス　ハリコレ,袋,500,475
71168,WHSB2,ＷｉＳＭ針捨てボックス　ハリコレ,袋,900,850
71168,WHSB3,ＷｉＳＭ針捨てボックス　ハリコレ,袋,1450,1325
71168,WPF2-L,ＷｉＳＭプラスチックグローブＩＩ　Ｌ,ケース,3600,3000
71168,WPF2-LL,ＷｉＳＭプラスチックグローブＩＩ　ＬL,ケース,3600,3000
71168,WPF2-M,ＷｉＳＭプラスチックグローブＩＩ　Ｍ,ケース,3600,3000
71168,WPF2-S,ＷｉＳＭプラスチックグローブＩＩ　Ｓ,ケース,3600,3000
71168,800025006,ＷｉＳＭ閉鎖式採尿バッグ,箱,2400,2050
71168,WKAP,ＷｉＳＭ検査用穴あきパンツ,箱,910,800
71168,WKAP-L,ＷｉＳＭ検査用穴あきパンツロング,箱,1040,950
71168,WDSC-BL,ＷｉＳＭ防水ロングシューズカバー,箱,1470,1200
74156,WDM-P,ＷｉＳＭディスポマスク　ピンク,箱,280,250
74156,WDM-B,ＷｉＳＭディスポマスク　ブルー,箱,280,250
74156,WDM-W,ＷｉＳＭディスポマスク　ホワイト,箱,280,250
74156,WNGTF-L,ＷｉＳＭニトリルグローブトリプルフリーＬ,箱,1480,1350
74156,WNGTF-M,ＷｉＳＭニトリルグローブトリプルフリーＭ,箱,1480,1350
74156,WNGTF-S,ＷｉＳＭニトリルグローブトリプルフリーＳ,箱,1480,1350
74156,WNGTF-SS,ＷｉＳＭニトリルグローブトリプルフリーＳＳ,箱,1480,1350
74156,WMA,ＷｉＳＭ滅菌インジケーターカード,箱,990,880
74156,WMR-100,ＷｉＳＭ滅菌ロール　１００ｍｍ,巻,3000,2990
74156,WMR-150,ＷｉＳＭ滅菌ロール　１５０ｍｍ,巻,4850,4790
74156,WMR-200,ＷｉＳＭ滅菌ロール　２００ｍｍ,巻,5850,5850
74156,WMR-250,ＷｉＳＭ滅菌ロール　２５０ｍｍ,巻,7350,7280
74156,WMR-300,ＷｉＳＭ滅菌ロール　３００ｍｍ,巻,9780,9730
74156,WMR-350,ＷｉＳＭ滅菌ロール　３５０ｍｍ,巻,12070,12020
74156,WMR-050,ＷｉＳＭ滅菌ロール　５０ｍｍ,巻,1670,1620
74156,WMR-075,ＷｉＳＭ滅菌ロール　７５ｍｍ,巻,2250,2240
82043,PA100P,ＷｉＳＭプラスチックエプロン　ピンク,箱,600,540
82043,PA50P,ＷｉＳＭプラスチックエプロン　ピンク,箱,300,270
82043,PA100B,ＷｉＳＭプラスチックエプロン　ブルー,箱,600,540
82043,PA50B,ＷｉＳＭプラスチックエプロン　ブルー,箱,300,270
82043,PA100W,ＷｉＳＭプラスチックエプロン　ホワイト,箱,600,540
82043,PA50W,ＷｉＳＭプラスチックエプロン　ホワイト,箱,300,270
83031,650-R,ＷｉＳＭ自動分析装置用サンプルカップ,箱,11200,10950
83031,650-RA,ＷｉＳＭ自動分析装置用サンプルカップ,袋,2305,2250
83031,650-WRA,ＷｉＳＭ自動分析装置用サンプルカップ,袋,1150,1125
83085,WSHS250-H,ＷｉＳＭソニック　超音波検査用ゲルハード,本,235,220
83085,WSHS4000-H,ＷｉＳＭソニック　超音波検査用ゲルハード,箱,1865,1755
83085,WSHS250,ＷｉＳＭソニックＨＳ　超音波検査用ゲル,本,235,220
83085,WSHS4000,ＷｉＳＭソニックＨＳ　超音波検査用ゲル,箱,1865,1755
83956,BB-M,ブラッドバン　Ｍ　５００枚,箱,1620,1050
83956,BB-S,ブラッドバン　Ｓ　１０００枚,箱,1700,1100
83956,235011369,ブラッドバン プレスパッド フィット,箱,870,760
91035,WTS,ＷｉＳＭトイレシャワー携帯用おしり洗浄器,本,400,364
91913,WIID6260,ＷｉＳＭ インサイズイオジンドレープ　L,箱,9100,8700
91913,WIID6285,ＷｉＳＭ インサイズイオジンドレープ　LL,箱,12300,12000
91913,WIID6245,ＷｉＳＭ インサイズイオジンドレープ　M,箱,8400,8200
91913,WIID4035,ＷｉＳＭ インサイズイオジンドレープ　S,箱,6000,5800
91913,WIID1620,ＷｉＳＭ インサイズイオジンドレープ　SS,箱,4300,4150
91913,WKDC1215,ＷｉＳＭ器械台カバー,ケース,12800,12350
91913,WKDC1518,ＷｉＳＭ器械台カバー,ケース,11800,11400
91913,WKDC1524,ＷｉＳＭ器械台カバー,ケース,12500,12050
91913,WKDC1518HD,ＷｉＳＭ器械台カバーHD,ケース,12900,12450
91913,WKDC1215HD,ＷｉＳＭ器械台カバーHD,ケース,13400,12950
91913,WKDC1524HD,ＷｉＳＭ器械台カバーHD,ケース,12700,12270
91913,WDSG-L,ＷｉＳＭサージカルガウン　Ｌ,ケース,8400,7600
91913,WDSG-L1,ＷｉＳＭサージカルガウン　Ｌ　マスク付き,ケース,9600,8800
91913,WDSG-M,ＷｉＳＭサージカルガウン　M,ケース,8400,7600
91913,WDSG-M1,ＷｉＳＭサージカルガウン　Ｍ　マスク付き,ケース,9600,8800
91913,WDSG-XL,ＷｉＳＭサージカルガウン　ＸＬ,ケース,8400,7600
91913,WDSG-XL1,ＷｉＳＭサージカルガウン　ＸＬ　マスク付き,ケース,9600,8800
91913,WDSG-XXL,ＷｉＳＭサージカルガウン　ＸXＬ,ケース,8800,8400
91913,WDSG-XXL1,ＷｉＳＭサージカルガウン　ＸXＬ　マスク付き,ケース,10000,9200
91913,WNGST-L,ＷｉＳＭニトリルグローブストリッチ　Ｌ,箱,1320,1240
91913,WNGST-M,ＷｉＳＭニトリルグローブストリッチ　Ｍ,箱,1320,1240
91913,WNGST-S,ＷｉＳＭニトリルグローブストリッチ　S,箱,1320,1240
91913,WNGST-SS,ＷｉＳＭニトリルグローブストリッチ　SS,箱,1320,1240
91913,WFLD1215,ＷｉＳＭフレックスラミドレープ,ケース,17200,16500
91913,WFLD1518,ＷｉＳＭフレックスラミドレープ,ケース,13500,13000
91913,WFLD1212,ＷｉＳＭフレックスラミドレープ,ケース,17200,16500
91913,WMSC0614,ＷｉＳＭメイヨスタンドカバー,ケース,14000,13500
91913,WMW-SH0909-B,ＷｉＳＭ滅菌ラップ（シングルHD）,ケース,12250,11750
91913,WMW-SH1010-B,ＷｉＳＭ滅菌ラップ（シングルHD）,ケース,18750,18000
91913,WMW-SH1212-B,ＷｉＳＭ滅菌ラップ（シングルHD）,ケース,19200,18400
91913,WMW-SH1414-B,ＷｉＳＭ滅菌ラップ（シングルHD）,ケース,19800,18900
91913,WMW-SH1616-B,ＷｉＳＭ滅菌ラップ（シングルHD）,ケース,17200,16600
91913,WMW-SM0606-B,ＷｉＳＭ滅菌ラップ（シングルMD）,ケース,10500,8000
91913,WMW-SM0909-B,ＷｉＳＭ滅菌ラップ（シングルMD）,ケース,10500,8500
91913,WMW-SM1010-B,ＷｉＳＭ滅菌ラップ（シングルMD）,ケース,13500,11000
91913,WMW-SM1212-B,ＷｉＳＭ滅菌ラップ（シングルMD）,ケース,15400,12600
91913,WMW-SM1414-B,ＷｉＳＭ滅菌ラップ（シングルMD）,ケース,15900,15300
91913,WMW-DH0909-B,ＷｉＳＭ滅菌ラップ（ダブルHD）,ケース,10500,10300
91913,WMW-DH1010-B,ＷｉＳＭ滅菌ラップ（ダブルHD）,ケース,18000,17500
91913,WMW-DH1212-B,ＷｉＳＭ滅菌ラップ（ダブルHD）,ケース,19800,19200
91913,WMW-DH1414-B,ＷｉＳＭ滅菌ラップ（ダブルHD）,ケース,21300,20400
91913,WMW-DM0909-B,ＷｉＳＭ滅菌ラップ（ダブルMD）,ケース,8750,8500
91913,WMW-DM1010-B,ＷｉＳＭ滅菌ラップ（ダブルMD）,ケース,15000,14500
91913,WMW-DM1212-B,ＷｉＳＭ滅菌ラップ（ダブルMD）,ケース,14400,13600
91913,WMW-DM1414-B,ＷｉＳＭ滅菌ラップ（ダブルMD）,ケース,16800,15900
91913,WCR-NTR35-XS,ＷＡＮＯＣＡＲＥ　ニトリルグローブ３．５,箱,1240,1240
91913,WCR-NTR35-S,ＷＡＮＯＣＡＲＥ　ニトリルグローブ３．５,箱,1240,1240
91913,WCR-NTR35-M,ＷＡＮＯＣＡＲＥ　ニトリルグローブ３．５,箱,1240,1240
91913,WCR-NTR35-L,ＷＡＮＯＣＡＲＥ　ニトリルグローブ３．５,箱,1240,1240
91913,PPK10,パパットケリー１０枚入,箱,4200,3900
91913,DPPS,使い捨てパパットシーツ,袋,830,800
91913,BPA,入浴介助用エプロンＥＸロング,箱,2500,2300
92015,WFS,ＷｉＳＭフェイスシールド　２０枚入,袋,1230,1150
